HS6,HS6_name,k,k_name_short,k_name,Sub_sector_name,Sector_name,Excluded_from,Reason
030221,"Fresh or chilled lesser or Greenland halibut ""Reinhardtius hippoglossoides, Atlantic halibut ""Hippoglossus hippoglossus"" and Pacific halibut ""Hippoglossus stenolepis",030221,"Halibut, fresh","Fresh or chilled lesser or Greenland halibut ""Reinhardtius hippoglossoides, Atlantic halibut ""Hippoglossus hippoglossus"" and Pacific halibut ""Hippoglossus stenolepis",Fish & shellfish,Sea animal products,,
030222,"Fresh or chilled plaice ""Pleuronectes platessa",030222,"Place, fresh","Fresh or chilled plaice ""Pleuronectes platessa",Fish & shellfish,Sea animal products,,
030223,"Fresh or chilled sole ""Solea spp.",030223,"Sole, fresh","Fresh or chilled sole ""Solea spp.",Fish & shellfish,Sea animal products,,
030224,"Fresh or chilled turbot ""Psetta maxima",0302Xb,"Flatfish, fresh","Fresh or chilled flatfish ""Psetta maxima, Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Catharidae"" (excl. halibut ""Reinhardtius hippoglossoides, Hippoglossus hippoglossus and Hippoglossus stenolepis"", plaice ""Pleuronectes platessa"" and sole ""Solea spp."")",Fish & shellfish,Sea animal products,,
030229,"Fresh or chilled flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Catharidae"" (excl. halibut ""Reinhardtius hippoglossoides, Hippoglossus hippoglossus and Hippoglossus stenolepis"", plaice ""Pleuronectes platessa"", sole ""Solea spp."" and turbot ""Psetta maxima"")",0302Xb,"Flatfish, fresh","Fresh or chilled flatfish ""Psetta maxima, Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Catharidae"" (excl. halibut ""Reinhardtius hippoglossoides, Hippoglossus hippoglossus and Hippoglossus stenolepis"", plaice ""Pleuronectes platessa"" and sole ""Solea spp."")",Fish & shellfish,Sea animal products,,
030231,"Fresh or chilled albacore or longfinned tunas ""Thunnus alalunga",030231,"Tuna (albacore/longfinned), fresh","Fresh or chilled albacore or longfinned tunas ""Thunnus alalunga",Fish & shellfish,Sea animal products,,
030232,"Fresh or chilled yellowfin tunas ""Thunnus albacares",030232,"Tuna (yellowfin), fresh","Fresh or chilled yellowfin tunas ""Thunnus albacares",Fish & shellfish,Sea animal products,,
030233,Fresh or chilled skipjack or stripe-bellied bonito,030233,"Skipjack & bonito, fresh",Fresh or chilled skipjack or stripe-bellied bonito,Fish & shellfish,Sea animal products,,
030234,"Fresh or chilled bigeye tunas ""Thunnus obesus",030234,"Bigeye tunas, fresh","Fresh or chilled bigeye tunas ""Thunnus obesus",Fish & shellfish,Sea animal products,,
030235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0302Xc,"Tuna, fresh, n.e.s.","Fresh or chilled tunas of the genus ""Thunnus"" (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus and Thunnus maccoyii)",Fish & shellfish,Sea animal products,,
030236,"Fresh or chilled Southern bluefin tunas ""Thunnus maccoyii",030236,"Southern bluefin tunas, fresh","Fresh or chilled Southern bluefin tunas ""Thunnus maccoyii",Fish & shellfish,Sea animal products,,
030239,"Fresh or chilled tunas of the genus ""Thunnus"" (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus, Thunnus orientalis and Thunnus maccoyii)",0302Xc,"Tuna, fresh, n.e.s.","Fresh or chilled tunas of the genus ""Thunnus"" (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus and Thunnus maccoyii)",Fish & shellfish,Sea animal products,,
030240,"Fresh or chilled herrings (Clupea harengus, clupea pallasii)",030241,"Herrings, fresh","Fresh or chilled herring ""Clupea harengus, clupea pallasii",Fish & shellfish,Sea animal products,,
030241,"Fresh or chilled herring ""Clupea harengus, clupea pallasii",030241,"Herrings, fresh","Fresh or chilled herring ""Clupea harengus, clupea pallasii",Fish & shellfish,Sea animal products,,
030242,"Fresh or chilled anchovies ""Engraulis spp.",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030243,"Fresh or chilled sardines ""Sardina pilchardus, Sardinops spp."", sardinella ""Sardinella spp."", brisling or sprats ""Sprattus sprattus",030243,"Sardines, fresh","Fresh or chilled sardines ""Sardina pilchardus, Sardinops spp."", sardinella ""Sardinella spp."", brisling or sprats ""Sprattus sprattus",Fish & shellfish,Sea animal products,,
030244,"Fresh or chilled mackerel ""Scomber scombrus, Scomber australasicus, Scomber japonicus",030244,"Mackerel, fresh","Fresh or chilled mackerel ""Scomber scombrus, Scomber australasicus, Scomber japonicus",Fish & shellfish,Sea animal products,,
030245,"Fresh or chilled jack and horse mackerel ""Trachurus spp.",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030246,"Fresh or chilled cobia ""Rachycentron canadum",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030247,"Fresh or chilled swordfish ""Xiphias gladius",030247,"Swordfish, fresh","Fresh or chilled swordfish ""Xiphias gladius",Fish & shellfish,Sea animal products,,
030249,"Fresh or chilled Indian mackerels ""Rastrelliger spp."", seerfishes ""Scomberomorus spp."", jacks, crevalles ""Caranx spp."", silver pomfrets ""Pampus spp."", Pacific saury ""Cololabis saira"", scads ""Decapterus spp."", capelin ""Mallotus villosus"", Kawakawa ""Euthynnus affinis"", bonitos ""Sarda spp."", marlins, sailfishes and spearfish ""Istiophoridae",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030250,"Fresh or chilled cod (gadus morhua, gadus ogac, gadus macrocephalus)",030251,"Cod, fresh","Fresh or chilled cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus",Fish & shellfish,Sea animal products,,
030251,"Fresh or chilled cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus",030251,"Cod, fresh","Fresh or chilled cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus",Fish & shellfish,Sea animal products,,
030252,"Fresh or chilled haddock ""Melanogrammus aeglefinus",030252,"Haddock, fresh","Fresh or chilled haddock ""Melanogrammus aeglefinus",Fish & shellfish,Sea animal products,,
030253,"Fresh or chilled coalfish ""Pollachius virens",030253,"Coalfish, fresh","Fresh or chilled coalfish ""Pollachius virens",Fish & shellfish,Sea animal products,,
030254,"Fresh or chilled hake ""Merluccius spp., Urophycis spp.",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030255,"Fresh or chilled Alaska pollack ""Theragra chalcogramma",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030256,"Fresh or chilled blue whiting ""Micromesistius poutassou, Micromesistius australis",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030259,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excl. cod, haddock, coalfish, hake, Alaska pollack and blue whitings)",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030261,"Fresh or chilled sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",030243,"Sardines, fresh","Fresh or chilled sardines ""Sardina pilchardus, Sardinops spp."", sardinella ""Sardinella spp."", brisling or sprats ""Sprattus sprattus",Fish & shellfish,Sea animal products,,
030262,Fresh or chilled haddock (Melanogrammus aeglefinus),030252,"Haddock, fresh","Fresh or chilled haddock ""Melanogrammus aeglefinus",Fish & shellfish,Sea animal products,,
030263,Fresh or chilled coalfish (Pollachius virens),030253,"Coalfish, fresh","Fresh or chilled coalfish ""Pollachius virens",Fish & shellfish,Sea animal products,,
030264,"Fresh or chilled mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",030244,"Mackerel, fresh","Fresh or chilled mackerel ""Scomber scombrus, Scomber australasicus, Scomber japonicus",Fish & shellfish,Sea animal products,,
030265,Fresh or chilled dogfish and other sharks,0302Xe,"Shark fin, dogfish & other sharks, fresh","Fresh or chilled shark fin, dogfish and other sharks",Fish & shellfish,Sea animal products,,
030266,Fresh or chilled eels (Anguilla spp.),030274,"Eels, fresh","Fresh or chilled eels ""Anguilla spp.",Fish & shellfish,Sea animal products,,
030267,Fresh or chilled swordfish (Xiphias gladius),030247,"Swordfish, fresh","Fresh or chilled swordfish ""Xiphias gladius",Fish & shellfish,Sea animal products,,
030268,Fresh or chilled toothfish (Dissostichus spp.),030283,"Toothfish, fresh","Fresh or chilled toothfish ""Dissostichus spp.",Fish & shellfish,Sea animal products,,
030269,"Fresh or chilled freshwater and saltwater fish (excluding salmonidae, flat fish, tunas, skipjack or stripe-bellied bonito, herrings, cod, sardines, sardinella, brisling or sprats, haddock, coalfish, mackerel, sharks, eels, swordfish and toothfish)",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030270,Fresh or chilled fish livers and roes,030291,"Fish livers, roes & milt, fresh","Fresh or chilled fish livers, roes and milt",Fish & shellfish,Sea animal products,,
030271,"Fresh or chilled tilapia ""Oreochromis spp.",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030272,"Fresh or chilled catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030273,"Fresh or chilled carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030274,"Fresh or chilled eels ""Anguilla spp.",030274,"Eels, fresh","Fresh or chilled eels ""Anguilla spp.",Fish & shellfish,Sea animal products,,
030279,"Fresh or chilled, Nile perch ""Lates niloticus"" and snakeheads ""Channa spp.",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030281,Fresh or chilled dogfish and other sharks,0302Xe,"Shark fin, dogfish & other sharks, fresh","Fresh or chilled shark fin, dogfish and other sharks",Fish & shellfish,Sea animal products,,
030282,"Fresh or chilled, rays and skates ""Rajidae",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030283,"Fresh or chilled toothfish ""Dissostichus spp.",030283,"Toothfish, fresh","Fresh or chilled toothfish ""Dissostichus spp.",Fish & shellfish,Sea animal products,,
030284,"Fresh or chilled sea bass ""Dicentrarchus spp.",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030285,"Fresh or chilled sea bream ""Sparidae",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030289,"Fresh or chilled fish, n.e.s.",0302Xd,"Fish, fresh, n.e.s.",Other fresh or chilled fish,Fish & shellfish,Sea animal products,,
030290,Fresh or chilled fish livers and roes,030291,"Fish livers, roes & milt, fresh","Fresh or chilled fish livers, roes and milt",Fish & shellfish,Sea animal products,,
030291,"Fresh or chilled fish livers, roes and milt",030291,"Fish livers, roes & milt, fresh","Fresh or chilled fish livers, roes and milt",Fish & shellfish,Sea animal products,,
030292,Fresh or chilled shark fins,0302Xe,"Shark fin, dogfish & other sharks, fresh","Fresh or chilled shark fin, dogfish and other sharks",Fish & shellfish,Sea animal products,,
030299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt and shark fins)",030299,"Fish fins, heads & tails, fresh","Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt and shark fins)",Fish & shellfish,Sea animal products,,
030311,"Frozen sockeye salmon [red salmon] ""Oncorhynchus nerka",030311,"Sockeye salmon, frozen","Frozen sockeye salmon [red salmon] ""Oncorhynchus nerka",Fish & shellfish,Sea animal products,,
030312,"Frozen Pacific salmon (excl. sockeye salmon ""red salmon"")",0303Xa,"Fish, frozen, n.e.s.",Other frozen fish,Fish & shellfish,Sea animal products,,
030313,"Frozen, Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho",030313,"Salmon, frozen","Frozen, Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho",Fish & shellfish,Sea animal products,,
030314,"Frozen trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster",030314,"Trout, frozen","Frozen trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster",Fish & shellfish,Sea animal products,,
030319,"Frozen salmonidae (excl. trout and Pacific, Atlantic and Danube salmon)",0303Xa,"Fish, frozen, n.e.s.",Other frozen fish,Fish & shellfish,Sea animal products,,
030321,"Frozen trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",030314,"Trout, frozen","Frozen trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster",Fish & shellfish,Sea animal products,,
030322,Frozen Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),030313,"Salmon, frozen","Frozen, Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho",Fish & shellfish,Sea animal products,,
